sentence,compound,positive,negative,neutral,label,title
"But it is quite obvious that unless it called forth that one kind of sympathy, it would call forth nothing but laughter.",-0.1609,0.107,0.131,0.762,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In the same play, the husband chases his wife with a drawn sword, the wife remarking at intervals, 'I am not gay.'",0.34,0.107,0.0,0.893,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Now there may really be an idea in this; the idea of human misfortune coming most cruelly upon the opportunism of innocence; that the lonely human heart says, like a child at a party, 'I am not enjoying myself as I thought I should.'",-0.289,0.178,0.182,0.64,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But it is plain that unless one thinks of this idea, and of this idea only, the expression is not in the least unsuccessful pathos,--it is very broad and highly successful farce!""",0.8624,0.223,0.0,0.777,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"And so the atmosphere of Maeterlinck's plays is impregnated throughout with oppressive mysteries, and until the key of these mysteries is found there is very little meaning to the plays.",0.0772,0.119,0.08,0.801,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Moreover, these mysteries, be they never so stern and awe-inspiring, are irresistibly alluring.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The reason is, they are our own mysteries that have somehow escaped our grasp, and that we fain would recapture, because there dwells in every human breast a vague assent to the immortal truth of Goethe's assertion: ""The thrill of awe is man's best heritage.""",0.8591,0.214,0.049,0.738,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"(6) The imaginative equipment of Maeterlinck's dramaturgy is rather limited and, on its face value, trite.",-0.0772,0.126,0.194,0.681,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
In particular are his dramatis personae creatures by no means calculated to overawe by some extraordinary weirdness or power.,-0.4767,0.0,0.194,0.806,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"And yet we feel ourselves touched by an elemental dread and by an overwhelming sense of our human impotence in the presence of these figures who, without seeming supernatural, are certainly not of common flesh and blood; they impress us as surpassingly strange mainly because somehow they are instinct with a life fundamentally more real than the superficial reality we know.",0.128,0.08,0.073,0.847,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
For they are the mediums and oracles of the fateful powers that stir human beings into action.,0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The poet of mysticism, then, delves into the mystic sources of our deeds, and makes us stand reverent with him before the unknowable forces by which we are controlled.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Naturally he is obliged to shape his visions in dim outline.,0.2263,0.16,0.0,0.84,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"His aim is to shadow forth that which no naked eye can see, and it may be said in passing that he attains this aim with a mastery and completeness incomparably beyond the dubious skill displayed more recently by the grotesque gropings of the so-called futurist school.",-0.5719,0.0,0.097,0.903,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Perhaps one true secret of the perturbing strangeness of Maeterlinck's figures lies in the fact that the basic principle of their life, the one thoroughly vital element in them, if it does not sound too paradoxical to say so, is the idea of death.",-0.3415,0.102,0.129,0.769,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Maeterlinck's mood and temper are fully in keeping with the religious dogma that life is but a short dream--with Goethe he believes that ""all things transitory but as symbols are sent,"" and apparently concurs in the creed voiced by one of Arthur Schnitzler's characters,--that death is the only subject in life worthy of being pondered by the serious mind.",-0.5927,0.058,0.131,0.811,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""From our death onwards,"" so he puts it somewhere, ""the adventure of the universe becomes our own adventure.""",-0.3818,0.104,0.176,0.721,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
It will be useful to have a bit of personal information concerning our author.,0.4404,0.195,0.0,0.805,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"He started his active career as a barrister; not by any means auspiciously, it seems, for already in his twenty-seventh year he laid the toga aside.",0.4019,0.101,0.0,0.899,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Experience had convinced him that in the forum there were no laurels for him to pluck.,0.128,0.143,0.116,0.741,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
The specific qualities that make for success at the bar were conspicuously lacking in his make-up.,0.5719,0.198,0.0,0.802,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Far from being eloquent, he has at all times been noted for an unparalleled proficiency in the art of self-defensive silence.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"He shuns banal conversation and the sterile distractions of promiscuous social intercourse, dreads the hubbub of the city, and has an intense dislike for travel, to which he resorts only as a last means of escape from interviewers, reporters, and admirers.",-0.3818,0.121,0.177,0.702,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Maeterlinck, it is seen, is anything but multorum vir hominum .",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In order to preserve intact his love of humanity, he finds it expedient to live for the most part by himself, away from the throng ""whose very plaudits give the heart a pang;"" his fame has always been a source of annoyance to him.",0.765,0.181,0.047,0.772,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The only company he covets is that of the contemplative thinkers of bygone days,--the mystics, gnostics, cabalists, neo-Platonists.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Swedenborg and Plotinus are perhaps his greatest favorites.,0.7906,0.538,0.0,0.462,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
That the war has produced a mighty agitation in the habitual calm of the great Belgian poet-philosopher goes without saying.,0.128,0.234,0.216,0.549,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
His love of justice no less than his love of his country aroused every red corpuscle in his virile personality to violent resentment against the invader.,0.5859,0.289,0.221,0.49,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Since the war broke out, however, he has published nothing besides a number of ringingly eloquent and singularly pathetic articles and appeals,--so that the character portrait derived from the body of his work has not at this time lost its application to his personality.",-0.9173,0.0,0.268,0.732,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In cast of mind, Maeterlinck is sombrously meditative, and he has been wise in framing his outer existence so that it would accord with his habitual detachment.",0.6705,0.18,0.0,0.82,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The greater part of his time used to be divided between his charming retreat at Quatre Chemins , near Grasse, and the grand old abbey of St. Wandrille in Normandy, which he managed to snatch in the very nick of time from the tightening clutch of a manufacturing concern.",0.8779,0.205,0.0,0.795,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"With the temperament of a hermit, he has been, nevertheless, a keen observer of life, though one preferring to watch the motley spectacle from the aristocratic privacy of his box, sheltered, as it were, from prying curiosity.",0.3612,0.068,0.0,0.932,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Well on in middle age, he is still an enthusiastic out-of-doors man,--gardener, naturalist, pedestrian, wheelman, and motorist, and commands an extraordinary amount of special knowledge in a variety of sports and sciences.",0.7906,0.222,0.0,0.778,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In ""The Double Garden"" he discusses the automobile with the authority of an expert watt-man and mechanician.",0.0772,0.075,0.0,0.925,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In one of his other books he evinces an extraordinary erudition in all matters pertaining to the higher education of dogs; and his work on ""The Life of the Bee"" passes him beyond question with high rank among ""thirty-third degree"" apiculturists.",0.0258,0.027,0.0,0.973,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"One of the characteristics that seem to separate his books, especially those of the earlier period, from the literary tendencies of his age, is their surprising inattention to present social struggles.",-0.1027,0.062,0.074,0.863,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"His metaphysical bias makes him dwell almost exclusively, and with great moral and logical consistency, on aspects of life that are slightly considered by the majority of men yet which he regards as ulteriorly of sole importance.",0.7717,0.191,0.033,0.776,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"When men like Maeterlinck are encountered in the world of practical affairs, they are bound to impress us as odd, because of this inversion of the ordinary policies of behavior.",0.4767,0.156,0.066,0.778,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But before classing them as ""cranks,"" we might well ask ourselves whether their appraisal of the component values of life does not, after all, correspond better to their true relativity than does our own habitual evaluation.",0.9294,0.301,0.0,0.699,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"With the average social being, the transcendental bearing of a proposition is synonymous with its practical unimportance.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But in his essay on ""The Invisible Goodness"" Maeterlinck quite properly raises the question: ""Is visible life alone of consequence, and are we made up only of things that can be grasped and handled like pebbles in the road?""",0.6956,0.158,0.055,0.787,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Throughout his career Maeterlinck reveals himself in the double aspect of poet and philosopher.,0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In the first period his philosophy, as has already been amply hinted, is characterized chiefly by aversion from the externalities of life, and by that tense introversion of the mind which forms the mystic's main avenue to the goal of knowledge.",-0.6486,0.0,0.12,0.88,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But if, in order to find the key to his tragedies and puppet plays, we go to the thirteen essays representing the earlier trend of his philosophy and issued in 1896 under the collective title, ""The Treasure of the Humble,"" we discover easily that his cast of mysticism is very different from that of his philosophic predecessors and teachers in the fourteenth and nineteenth centuries, in particular from the devotional mysticism of the ""Admirable"" John Ruysbroeck, and Friedrich von Hardenberg-Novalis.",0.7469,0.124,0.043,0.833,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Maeterlinck does not strive after the so-called ""spiritual espousals,"" expounded by the ""doctor ecstaticus,"" Ruysbroeck, in his celebrated treatise where Christ is symbolized as the divine groom and Human Nature as the bride glowing with desire for union with God.",0.9022,0.252,0.0,0.748,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Maeterlinck feels too modernly to make use of that ancient sensuous imagery.,0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The main thesis of his mystical belief is that there are divine forces dormant in human nature; how to arouse and release them, constitutes the paramount problem of human life.",0.2263,0.105,0.079,0.816,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"His doctrine is that a life not thus energized by its own latent divineness is, and must remain, humdrum and worthless.",-0.681,0.0,0.237,0.763,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
It will at once be noticed that such a doctrine harmonizes thoroughly with the romantic aspiration.,0.6666,0.296,0.0,0.704,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Both mystic and romantic teach that, in the last resort, the battlefield of our fate lies not out in the wide world but that it is enclosed in the inner self, within the unknown quantity which we designate as our soul.",-0.2144,0.042,0.085,0.873,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The visible life, according to this modern prophet of mysticism, obeys the invisible; happiness and unhappiness flow exclusively from the inner sources.",0.0516,0.133,0.126,0.741,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Maeterlinck's speculations, despite their medieval provenience, have a practical orientation.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
He firmly believes that it is within the ability of mankind to raise some of the veils that cover life's central secret.,0.3182,0.099,0.0,0.901,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In unison with some other charitable students of society, he holds to the faith that a more highly spiritualized era is dawning, and from the observed indications he prognosticates a wider awakening of the sleepbound soul of man.",0.6705,0.139,0.0,0.861,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
And certainly some of the social manifestations that appeared with cumulative force during the constructive period before the war were calculated to justify that faith.,0.0772,0.167,0.125,0.707,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The revival of interest in the metaphysical powers of man which expressed itself almost epidemically through such widely divergent cults as Theosophy and Christian Science, was indubitable proof of spiritual yearnings in the broader masses of the people.",0.4588,0.075,0.0,0.925,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
And it had a practical counterpart in civic tendencies and reforms that evidenced a great agitation of the social conscience.,0.4767,0.186,0.09,0.724,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"And even to-day, when the great majority feel that the universal embroilment has caused civilized man to fall from his laboriously achieved level, this sage in his lofty solitude feels the redeeming spiritual connotation of our great calamity.",0.8481,0.186,0.0,0.814,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""Humanity was ready to rise above itself, to surpass all that it had hitherto accomplished.",0.6597,0.293,0.0,0.707,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
It has surpassed it….,0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Never before had nations been seen that were able as a whole to understand that the happiness of each of those who live in this time of trial is of no consequence compared with the honor of those who live no more or the happiness of those who are not yet alive.,0.7018,0.168,0.106,0.726,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"We stand on heights that had not been attained before.""",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But even for those many who find themselves unable to build very large hopes on the spiritual uplift of mankind through disaster, Maeterlinck's philosophy is a wholesome tonic.",-0.3679,0.118,0.163,0.719,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In the essay on ""The Life Profound"" in ""The Treasure of the Humble,"" we are told: ""Every man must find for himself in the low and unavoidable reality of common life his special possibility of a higher existence.""",0.4215,0.12,0.051,0.829,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The injunction, trite though it sound, articulates a moral very far from philistine.",-0.2023,0.0,0.141,0.859,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"For it urges the pursuit of the transcendental self through those feelings which another very great idealist, Friedrich Schiller, describes in magnificent metaphor as … ""der dunklen Gefühle Gewalt, die im Herzen wunderbar schliefen.""",0.8059,0.253,0.088,0.658,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In the labyrinth of the subliminal consciousness there lurks, however, a great danger for the seeker after the hidden treasures: the paralyzing effect of fatalism upon the normal energies.",0.4404,0.233,0.183,0.584,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
Maeterlinck was seriously threatened by this danger during his earlier period.,-0.7964,0.0,0.503,0.497,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
How he eventually contrived his liberation from the clutch of fatalism is not made entirely clear by the progress of his thought.,-0.0518,0.109,0.155,0.736,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"At all events, an era of greater intellectual freedom, which ultimately was to create him the undisputed captain of his soul and master of his fate, was soon to arrive for him.",0.9022,0.302,0.0,0.698,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is heralded by another book of essays: ""Wisdom and Destiny.""",0.5267,0.254,0.0,0.746,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"But, as has been stated, we may in his case hardly hope to trace the precise route traveled by the mind between the points of departure and arrival.",0.5284,0.112,0.0,0.888,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
So closely are the vital convictions in this truthful writer linked with the artistic traits of his work that without some grasp of his metaphysics even the technical peculiarities of his plays cannot be fully appreciated.,0.5969,0.206,0.068,0.726,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"To the mystic temper of mind, all life is secretly pregnant with great meaning, so that none of its phenomena can be deemed inconsequential.",0.3182,0.142,0.097,0.761,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Thus, while Maeterlinck is a poet greatly preoccupied with spiritual matters yet nothing to him is more wonderful and worthy of attention than the bare facts and processes of living.",0.8051,0.241,0.0,0.759,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Real life, just like the theatre which purports to represent it, manipulates a multiform assortment of stage effects, now coarse and obvious and claptrap, now refined and esoteric, to suit the diversified taste and capacity of the patrons.",0.3612,0.065,0.0,0.935,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"To the cultured esthetic sense the tragical tendency carries more meaning than the catastrophic finale; our author accordingly scorns, and perhaps inordinately, whatsoever may appear as merely adventitious in the action of plays.",-0.6808,0.052,0.171,0.777,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""What can be told,"" he exclaims, ""by beings who are possessed of a fixed idea and have no time to live because they have to kill off a rival or a mistress?""",-0.7845,0.0,0.204,0.796,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The internalized action in his plays is all of one piece with the profound philosophical conviction that the inner life alone matters; that consequently the small and unnoticed events are more worthy of attention than the sensational, cataclysmic moments.",0.5095,0.145,0.046,0.808,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""Why wait ye,"" he asks in that wonderful rhapsody on ""Silence"" (7) ""for Heaven to open at the strike of the thunderbolt?",0.7579,0.255,0.055,0.691,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Ye should attend upon the blessed hours when it silently opens--and it is incessantly opening.""",0.5994,0.218,0.0,0.782,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"His purpose, then, is to reveal the working of hidden forces in their intricate and inseparable connection with external events; and in order that the vie intérieure might have the right of way, drama in his practice emancipates itself very far from the traditional realistic methods.",0.1531,0.034,0.0,0.966,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"""Poetry,"" he maintains, ""has no other purpose than to keep open the great roads that lead from the visible to the invisible.""",0.4404,0.156,0.084,0.76,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"To be sure, this definition postulates, rather audaciously, a widespread spiritual susceptibility.",0.3182,0.187,0.0,0.813,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
But in Maeterlinck's optimistic anthropology no human being is spiritually so deadened as to be forever out of all communication with the things that are divine and infinite.,0.7227,0.22,0.079,0.701,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"He fully realizes, withal, that for the great mass of men there exists no intellectual approach to the truly significant problems of life.",0.802,0.356,0.144,0.5,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
It is rather through our emotional capacity that our spiritual experience brings us into touch with the final verities.,0.1531,0.082,0.0,0.918,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Anyway, the poet of mysticism appeals from the impasse of pure reasoning to the voice of the inner oracles.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
But how to detect in the deepest recesses of the soul the echoes of universal life and give outward resonance to their faint reverberations?,0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"That is the artistic, and largely technical, side of the problem.",-0.4019,0.0,0.213,0.787,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Obvious it is that if the beholder's collaboration in the difficult enterprise is to be secured, his imagination has to be stirred to a super-normal degree.",0.0516,0.096,0.089,0.816,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Once a dramatist has succeeded in stimulating the imaginative activity, he can dispense with a mass of descriptive detail.",0.6908,0.275,0.0,0.725,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
But he must comply with two irremissible technical demands.,0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In the first place, the "" vie intérieure "" calls forth a dialogue intérieur ; an esoteric language, I would say, contrived predominantly for the ""expressional"" functions of speech, as differenced from its ""impressional"" purposes.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Under Swedenborg's fanciful theory of ""correspondences"" the literal meaning of a word is merely a sort of protective husk for its secret spiritual kernel.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is this inner, essential meaning that Maeterlinck's dialogue attempts to set free.",0.5106,0.216,0.0,0.784,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
By a fairly simple and consistent code of intimations the underlying meaning of the colloquy is laid bare and a basis created for a more fundamental understanding of the dramatic transactions.,0.25,0.069,0.0,0.931,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Maeterlinck going, at first, to undue lengths in this endeavor, exposed the diction of his dramas to much cheap ridicule.",-0.5106,0.0,0.193,0.807,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The extravagant use of repetition, in particular, made him a mark for facile burlesque.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The words of the Queen in Princesse Maleine : "" Mais ne répetez pas toujours ce que l'on dit ,"" were sarcastically turned against the poet himself.",-0.2732,0.0,0.08,0.92,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"As a result of the extreme simplicity of his dialogue, Maeterlinck was reproached with having invented the ""monosyllabic theatre,"" the ""theatre without words,"" and with having perpetrated a surrogate sort of drama, a hybrid between libretto and pantomime.",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The fact, however, is, his characters speak a language which, far from being absurd, as it was at first thought to be by many of his readers, is instinct with life and quite true to life--to life, that is, as made articulate in the intense privacy of dreams, or hallucinations, or moments of excessive emotional perturbation.",0.7713,0.146,0.0,0.854,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The other principal requisite for the attainment of the inner dramatic vitalness in drama is a pervasive atmospheric mood, a sustained Stimmung .",0.0,0.0,0.0,1.0,neutral,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"This, in the case of Maeterlinck, is brought about by the combined employment of familiar and original artistic devices.",0.3182,0.113,0.0,0.887,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The grave and melancholy mood that so deeply impregnates the work of Maeterlinck is tinged in the earlier stage, as has been pointed out, with the sombre coloring of fatalism.",-0.7269,0.0,0.208,0.792,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"In the first few books, in particular, there hovers a brooding sense of terror and an undefinable feeling of desolation.",-0.4215,0.118,0.155,0.727,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Through Serres Chaudes (""Hot Houses""), his first published book, (1889), there runs a tenor of weariness, of ideal yearnings overshadowed by the hopelessness of circumstances.",-0.1779,0.115,0.139,0.746,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Even in this collection of poems, where so much less necessity exists for a unity of mood than in the plays, Maeterlinck's predilection for scenic effects suggestive of weirdness and superstitious fear became apparent in the recurrent choice of sombre scenic motifs: oppressive nocturnal silence,--a stagnant sheet of water,--moonlight filtered through green windows, etc.",-0.7003,0.034,0.133,0.833,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"The diction, too, through the incessant use of terms like morne , las , pâle , désire , ennui , tiède , indolent , malade , exhales as it were a lazy resignation.",-0.5267,0.085,0.235,0.68,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Temporarily, then, the fatalistic strain is uppermost both in the philosophy and the poetry of the rising young author; and to make matters worse, his is the fatalism of pessimistic despair: Fate is forsworn against man.",-0.8625,0.026,0.297,0.678,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
The objective point of life is death.,-0.5994,0.0,0.394,0.606,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"We constantly receive warnings from within, but the voices are not unequivocal and emphatic enough to save us from ourselves.",0.5719,0.18,0.067,0.753,positive,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"Probing the abysses of his subliminal self, the mystic may sense, along with the diviner promptings of the heart, the lurking demons that undermine happiness,--""the malignant powers,""--again quoting Schiller--""whom no man's craft can make familiar""--that element in human nature which in truth makes man ""his own worst enemy.""",-0.7506,0.065,0.18,0.755,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
"It is a search which at this stage of his development Maeterlinck, as a mystic, cannot bring himself to relinquish, even though, pessimistically, he anticipates that which he most dreads to find; in this way, fatalism and pessimism act as insuperable barriers against his artistic self-assertion.",-0.8313,0.0,0.197,0.803,negative,"Prophets of Dissent : Essays on Maeterlinck, Strindberg, Nietzsche and Tolstoy"
